timestamp,cctv_id,cctv_name,latitude,longitude,image_path,flood_status
20251020_214627,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214627.jpg,Wet
20251020_214628,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214628.jpg,Wet
20251020_214630,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214630.jpg,Wet
20251020_214635,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214635.jpg,Wet
20251020_214639,6,gedebage_derwati,-6.965532,107.686969,data/captured_images/cctv_6/gedebage_derwati_20251020_214639.jpg,Wet
20251020_214642,10,trs_pasirkoja,-6.93029,107.576103,data/captured_images/cctv_10/trs_pasirkoja_20251020_214642.jpg,Wet
20251020_214643,8,rumah_sakit,-6.932247,107.693004,data/captured_images/cctv_8/rumah_sakit_20251020_214643.jpg,Dry
20251020_214647,5,djundjunan,-6.892379,107.584132,data/captured_images/cctv_5/djundjunan_20251020_214647.jpg,Wet
20251020_214648,9,sudirman,-6.919119,107.58996,data/captured_images/cctv_9/sudirman_20251020_214648.jpg,Wet
20251020_214650,7,kopo_citarip,-6.941275,107.592411,data/captured_images/cctv_7/kopo_citarip_20251020_214650.jpg,Wet
20251020_214655,1,ibrahim_adjie,-6.930554,107.643828,data/captured_images/cctv_1/ibrahim_adjie_20251020_214655.jpg,Dry
